title,release_year,runtime,genre,rating,gross(M)
Mulan,1998,87,Adventure,7.6,120.62
Mulan,1998,87,Comedy,7.6,120.62
The Birds,1963,119,Drama,7.6,11.4
The Birds,1963,119,Horror,7.6,11.4
The Birds,1963,119,Mystery,7.6,11.4
The Thin Red Line,1998,170,Drama,7.6,36.4
The Thin Red Line,1998,170,History,7.6,36.4
The Thin Red Line,1998,170,War,7.6,36.4
Dark City,1998,100,Fantasy,7.6,14.38
Dark City,1998,100,Mystery,7.6,14.38
Dark City,1998,100,Sci-Fi,7.6,14.38
The Mitchells vs the Machines,2021,114,Animation,7.6,0
The Mitchells vs the Machines,2021,114,Adventure,7.6,0
The Mitchells vs the Machines,2021,114,Comedy,7.6,0
Eastern Promises,2007,100,Crime,7.6,17.11
Eastern Promises,2007,100,Drama,7.6,17.11
Eastern Promises,2007,100,Thriller,7.6,17.11
Searching,2018,102,Drama,7.6,26.02
Searching,2018,102,Mystery,7.6,26.02
Searching,2018,102,Thriller,7.6,26.02
Despicable Me,2010,95,Animation,7.6,251.51
Despicable Me,2010,95,Adventure,7.6,251.51
Despicable Me,2010,95,Comedy,7.6,251.51
The Fly,1986,96,Drama,7.6,40.46
The Fly,1986,96,Horror,7.6,40.46
The Fly,1986,96,Sci-Fi,7.6,40.46
The Road Warrior,1981,96,Action,7.6,12.47
The Road Warrior,1981,96,Adventure,7.6,12.47
The Road Warrior,1981,96,Sci-Fi,7.6,12.47
The Raid: Redemption,2011,101,Action,7.6,4.11
The Raid: Redemption,2011,101,Crime,7.6,4.11
The Raid: Redemption,2011,101,Thriller,7.6,4.11
Ponyo,2008,101,Animation,7.6,15.09
Ponyo,2008,101,Adventure,7.6,15.09
Ponyo,2008,101,Comedy,7.6,15.09
The Skin I Live In,2011,120,Drama,7.6,3.19
The Skin I Live In,2011,120,Horror,7.6,3.19
The Skin I Live In,2011,120,Mystery,7.6,3.19
The Jungle Book,1967,78,Animation,7.6,141.84
The Jungle Book,1967,78,Adventure,7.6,141.84
The Jungle Book,1967,78,Comedy,7.6,141.84
Lethal Weapon,1987,109,Action,7.6,65.21
Lethal Weapon,1987,109,Crime,7.6,65.21
Lethal Weapon,1987,109,Thriller,7.6,65.21
Enter the Dragon,1973,102,Action,7.6,25
Enter the Dragon,1973,102,Crime,7.6,25
Enter the Dragon,1973,102,Thriller,7.6,25
Gone Baby Gone,2007,114,Crime,7.6,20.3
Gone Baby Gone,2007,114,Drama,7.6,20.3
Gone Baby Gone,2007,114,Mystery,7.6,20.3
After Hours,1985,97,Comedy,7.6,10.6
After Hours,1985,97,Crime,7.6,10.6
After Hours,1985,97,Drama,7.6,10.6
Dawn of the Planet of the Apes,2014,130,Action,7.6,208.55
Dawn of the Planet of the Apes,2014,130,Adventure,7.6,208.55
Dawn of the Planet of the Apes,2014,130,Drama,7.6,208.55
End of Watch,2012,109,Action,7.6,41
End of Watch,2012,109,Adventure,7.6,41
End of Watch,2012,109,Crime,7.6,41
Match Point,2005,124,Drama,7.6,23.09
Match Point,2005,124,Romance,7.6,23.09
Match Point,2005,124,Thriller,7.6,23.09
Dark Waters,2019,126,Biography,7.6,0
Dark Waters,2019,126,Drama,7.6,0
Dark Waters,2019,126,History,7.6,0
Die Hard with a Vengeance,1995,128,Action,7.6,100.01
Die Hard with a Vengeance,1995,128,Adventure,7.6,100.01
Die Hard with a Vengeance,1995,128,Thriller,7.6,100.01
From Here to Eternity,1953,118,Drama,7.6,30.5
From Here to Eternity,1953,118,Romance,7.6,30.5
From Here to Eternity,1953,118,War,7.6,30.5
Snow White and the Seven Dwarfs,1937,83,Animation,7.6,184.93
Snow White and the Seven Dwarfs,1937,83,Adventure,7.6,184.93
Snow White and the Seven Dwarfs,1937,83,Family,7.6,184.93
I Am Sam,2001,132,Drama,7.6,40.31
The Bridges of Madison County,1995,135,Drama,7.6,71.52
The Bridges of Madison County,1995,135,Romance,7.6,71.52
Sabrina,1954,113,Comedy,7.6,0
Sabrina,1954,113,Drama,7.6,0
Sabrina,1954,113,Romance,7.6,0
Rebel Without a Cause,1955,111,Drama,7.6,0
The Naked Gun: From the Files of Police Squad!,1988,85,Comedy,7.6,78.76
The Naked Gun: From the Files of Police Squad!,1988,85,Crime,7.6,78.76
50/50,2011,100,Comedy,7.6,35.01
50/50,2011,100,Drama,7.6,35.01
50/50,2011,100,Romance,7.6,35.01
Barton Fink,1991,116,Comedy,7.6,6.15
Barton Fink,1991,116,Drama,7.6,6.15
Barton Fink,1991,116,Thriller,7.6,6.15
The Last King of Scotland,2006,123,Biography,7.6,17.61
The Last King of Scotland,2006,123,Drama,7.6,17.61
The Last King of Scotland,2006,123,History,7.6,17.61
21 Grams,2003,124,Crime,7.6,16.29
21 Grams,2003,124,Drama,7.6,16.29
21 Grams,2003,124,Thriller,7.6,16.29
United 93,2006,111,Action,7.6,31.57
United 93,2006,111,Drama,7.6,31.57
United 93,2006,111,History,7.6,31.57
25th Hour,2002,135,Drama,7.6,13.06
The Taking of Pelham One Two Three,1974,104,Action,7.6,2.49
The Taking of Pelham One Two Three,1974,104,Crime,7.6,2.49
The Taking of Pelham One Two Three,1974,104,Thriller,7.6,2.49
Shine,1996,105,Biography,7.6,35.81
Shine,1996,105,Drama,7.6,35.81
Shine,1996,105,Music,7.6,35.81
Philomena,2013,98,Biography,7.6,37.71
Philomena,2013,98,Comedy,7.6,37.71
Philomena,2013,98,Drama,7.6,37.71
Control,2007,122,Biography,7.6,0.87
Control,2007,122,Drama,7.6,0.87
Control,2007,122,Music,7.6,0.87
A Very Long Engagement,2004,133,Drama,7.6,6.17
A Very Long Engagement,2004,133,Mystery,7.6,6.17
A Very Long Engagement,2004,133,Romance,7.6,6.17
The Invisible Man,1933,71,Horror,7.6,0
The Invisible Man,1933,71,Sci-Fi,7.6,0
Cell 211,2009,113,Action,7.6,0
Cell 211,2009,113,Crime,7.6,0
Cell 211,2009,113,Drama,7.6,0
