title,release_year,runtime,genre,rating,gross(M)
The Shawshank Redemption,1994,142,Drama,9.3,28.34
The Godfather,1972,175,Crime,9.2,134.97
The Godfather,1972,175,Drama,9.2,134.97
The Dark Knight,2008,152,Action,9,534.86
The Dark Knight,2008,152,Crime,9,534.86
The Dark Knight,2008,152,Drama,9,534.86
Schindler's List,1993,195,Biography,9,96.9
Schindler's List,1993,195,Drama,9,96.9
Schindler's List,1993,195,History,9,96.9
12 Angry Men,1957,96,Crime,9,4.36
12 Angry Men,1957,96,Drama,9,4.36
The Godfather Part II,1974,202,Crime,9,57.3
The Godfather Part II,1974,202,Drama,9,57.3
The Lord of the Rings: The Return of the King,2003,201,Action,9,377.85
The Lord of the Rings: The Return of the King,2003,201,Adventure,9,377.85
The Lord of the Rings: The Return of the King,2003,201,Drama,9,377.85
Spider-Man: Across the Spider-Verse,2023,140,Animation,8.9,0
Spider-Man: Across the Spider-Verse,2023,140,Action,8.9,0
Spider-Man: Across the Spider-Verse,2023,140,Adventure,8.9,0
Pulp Fiction,1994,154,Crime,8.9,107.93
Pulp Fiction,1994,154,Drama,8.9,107.93
Inception,2010,148,Action,8.8,292.58
Inception,2010,148,Adventure,8.8,292.58
Inception,2010,148,Sci-Fi,8.8,292.58
The Lord of the Rings: The Fellowship of the Ring,2001,178,Action,8.8,315.54
The Lord of the Rings: The Fellowship of the Ring,2001,178,Adventure,8.8,315.54
The Lord of the Rings: The Fellowship of the Ring,2001,178,Drama,8.8,315.54
Fight Club,1999,139,Drama,8.8,37.03
Forrest Gump,1994,142,Drama,8.8,330.25
Forrest Gump,1994,142,Romance,8.8,330.25
"The Good, the Bad and the Ugly",1966,178,Adventure,8.8,6.1
"The Good, the Bad and the Ugly",1966,178,Western,8.8,6.1
The Lord of the Rings: The Two Towers,2002,179,Action,8.8,342.55
The Lord of the Rings: The Two Towers,2002,179,Adventure,8.8,342.55
The Lord of the Rings: The Two Towers,2002,179,Drama,8.8,342.55
Jai Bhim,2021,164,Crime,8.8,0
Jai Bhim,2021,164,Drama,8.8,0
Jai Bhim,2021,164,Mystery,8.8,0
777 Charlie,2022,164,Adventure,8.8,0
777 Charlie,2022,164,Comedy,8.8,0
777 Charlie,2022,164,Drama,8.8,0
Rocketry: The Nambi Effect,2022,157,Biography,8.8,0
Rocketry: The Nambi Effect,2022,157,Drama,8.8,0
Interstellar,2014,169,Adventure,8.7,188.02
Interstellar,2014,169,Drama,8.7,188.02
Interstellar,2014,169,Sci-Fi,8.7,188.02
Goodfellas,1990,145,Biography,8.7,46.84
Goodfellas,1990,145,Crime,8.7,46.84
Goodfellas,1990,145,Drama,8.7,46.84
The Matrix,1999,136,Action,8.7,171.48
The Matrix,1999,136,Sci-Fi,8.7,171.48
One Flew Over the Cuckoo's Nest,1975,133,Drama,8.7,112
Star Wars: Episode V - The Empire Strikes Back,1980,124,Action,8.7,290.48
Star Wars: Episode V - The Empire Strikes Back,1980,124,Adventure,8.7,290.48
Star Wars: Episode V - The Empire Strikes Back,1980,124,Fantasy,8.7,290.48
Soorarai Pottru,2020,153,Action,8.7,0
Soorarai Pottru,2020,153,Drama,8.7,0
The Green Mile,1999,189,Crime,8.6,136.8
The Green Mile,1999,189,Drama,8.6,136.8
The Green Mile,1999,189,Fantasy,8.6,136.8
Ter  ator 2: Judgment Day,1991,137,Action,8.6,204.84
Ter  ator 2: Judgment Day,1991,137,Sci-Fi,8.6,204.84
Se7en,1995,127,Crime,8.6,100.13
Se7en,1995,127,Drama,8.6,100.13
Se7en,1995,127,Mystery,8.6,100.13
The Silence of the Lambs,1991,118,Crime,8.6,130.74
The Silence of the Lambs,1991,118,Drama,8.6,130.74
The Silence of the Lambs,1991,118,Thriller,8.6,130.74
Saving Private Ryan,1998,169,Drama,8.6,216.54
Saving Private Ryan,1998,169,War,8.6,216.54
Star Wars: Episode IV - A New Hope,1977,121,Action,8.6,322.74
Star Wars: Episode IV - A New Hope,1977,121,Adventure,8.6,322.74
Star Wars: Episode IV - A New Hope,1977,121,Fantasy,8.6,322.74
Spirited Away,2001,125,Animation,8.6,10.06
Spirited Away,2001,125,Adventure,8.6,10.06
Spirited Away,2001,125,Family,8.6,10.06
City of God,2002,130,Crime,8.6,7.56
City of God,2002,130,Drama,8.6,7.56
Life Is Beautiful,1997,116,Comedy,8.6,57.6
Life Is Beautiful,1997,116,Drama,8.6,57.6
Life Is Beautiful,1997,116,Romance,8.6,57.6
Seven Samurai,1954,207,Action,8.6,0.27
Seven Samurai,1954,207,Drama,8.6,0.27
It's a Wonderful Life,1946,130,Drama,8.6,0
It's a Wonderful Life,1946,130,Family,8.6,0
It's a Wonderful Life,1946,130,Fantasy,8.6,0
Harakiri,1962,133,Action,8.6,0
Harakiri,1962,133,Drama,8.6,0
Harakiri,1962,133,Mystery,8.6,0
Sita Ramam,2022,163,Action,8.6,0
Sita Ramam,2022,163,Drama,8.6,0
Sita Ramam,2022,163,Mystery,8.6,0
Back to the Future,1985,116,Adventure,8.5,210.61
Back to the Future,1985,116,Comedy,8.5,210.61
Back to the Future,1985,116,Sci-Fi,8.5,210.61
The Departed,2006,151,Crime,8.5,132.38
The Departed,2006,151,Drama,8.5,132.38
The Departed,2006,151,Thriller,8.5,132.38
Alien,1979,117,Horror,8.5,78.9
Alien,1979,117,Sci-Fi,8.5,78.9
Gladiator,2000,155,Action,8.5,187.71
Gladiator,2000,155,Adventure,8.5,187.71
Gladiator,2000,155,Drama,8.5,187.71
Parasite,2019,132,Drama,8.5,53.37
Parasite,2019,132,Thriller,8.5,53.37
Whiplash,2014,106,Drama,8.5,13.09
Whiplash,2014,106,Music,8.5,13.09
The Prestige,2006,130,Drama,8.5,53.09
The Prestige,2006,130,Mystery,8.5,53.09
The Prestige,2006,130,Sci-Fi,8.5,53.09
Léon: The Professional,1994,110,Action,8.5,19.5
Léon: The Professional,1994,110,Crime,8.5,19.5
Léon: The Professional,1994,110,Drama,8.5,19.5
Casablanca,1942,102,Drama,8.5,1.02
Casablanca,1942,102,Romance,8.5,1.02
Casablanca,1942,102,War,8.5,1.02
American History X,1998,119,Crime,8.5,6.72
American History X,1998,119,Drama,8.5,6.72
The Lion King,1994,88,Animation,8.5,422.78
The Lion King,1994,88,Adventure,8.5,422.78
The Lion King,1994,88,Drama,8.5,422.78
The Usual Suspects,1995,106,Crime,8.5,23.34
The Usual Suspects,1995,106,Drama,8.5,23.34
The Usual Suspects,1995,106,Mystery,8.5,23.34
The Pianist,2002,150,Biography,8.5,32.57
The Pianist,2002,150,Drama,8.5,32.57
The Pianist,2002,150,Music,8.5,32.57
Psycho,1960,109,Horror,8.5,32
Psycho,1960,109,Mystery,8.5,32
Psycho,1960,109,Thriller,8.5,32
The Intouchables,2011,112,Biography,8.5,13.18
The Intouchables,2011,112,Comedy,8.5,13.18
The Intouchables,2011,112,Drama,8.5,13.18
Once Upon a Time in the West,1968,165,Western,8.5,5.32
Grave of the Fireflies,1988,89,Animation,8.5,0
Grave of the Fireflies,1988,89,Drama,8.5,0
Grave of the Fireflies,1988,89,War,8.5,0
Rear Window,1954,112,Mystery,8.5,36.76
Rear Window,1954,112,Thriller,8.5,36.76
Cinema Paradiso,1988,155,Drama,8.5,11.99
Cinema Paradiso,1988,155,Romance,8.5,11.99
Modern Times,1936,87,Comedy,8.5,0.16
Modern Times,1936,87,Drama,8.5,0.16
Modern Times,1936,87,Romance,8.5,0.16
City Lights,1931,87,Comedy,8.5,0.02
City Lights,1931,87,Drama,8.5,0.02
City Lights,1931,87,Romance,8.5,0.02
96,2018,158,Drama,8.5,0
96,2018,158,Romance,8.5,0
Spider-Man: Into the Spider-Verse,2018,117,Animation,8.4,190.24
Spider-Man: Into the Spider-Verse,2018,117,Action,8.4,190.24
Spider-Man: Into the Spider-Verse,2018,117,Adventure,8.4,190.24
Indiana Jones and the Raiders of the Lost Ark,1981,115,Action,8.4,248.16
Indiana Jones and the Raiders of the Lost Ark,1981,115,Adventure,8.4,248.16
Avengers: Endgame,2019,181,Action,8.4,858.37
Avengers: Endgame,2019,181,Adventure,8.4,858.37
Avengers: Endgame,2019,181,Drama,8.4,858.37
Django Unchained,2012,165,Drama,8.4,162.81
Django Unchained,2012,165,Western,8.4,162.81
Joker,2019,122,Crime,8.4,335.45
Joker,2019,122,Drama,8.4,335.45
Joker,2019,122,Thriller,8.4,335.45
Aliens,1986,137,Action,8.4,85.16
Aliens,1986,137,Adventure,8.4,85.16
Aliens,1986,137,Sci-Fi,8.4,85.16
The Shining,1980,146,Drama,8.4,44.02
The Shining,1980,146,Horror,8.4,44.02
Apocalypse Now,1979,147,Drama,8.4,83.47
Apocalypse Now,1979,147,Mystery,8.4,83.47
Apocalypse Now,1979,147,War,8.4,83.47
Oldboy,2003,120,Action,8.4,0.71
Oldboy,2003,120,Drama,8.4,0.71
Oldboy,2003,120,Mystery,8.4,0.71
The Dark Knight Rises,2012,164,Action,8.4,448.14
The Dark Knight Rises,2012,164,Drama,8.4,448.14
The Dark Knight Rises,2012,164,Thriller,8.4,448.14
Avengers: Infinity War,2018,149,Action,8.4,678.82
Avengers: Infinity War,2018,149,Adventure,8.4,678.82
Avengers: Infinity War,2018,149,Sci-Fi,8.4,678.82
Memento,2000,113,Mystery,8.4,25.54
Memento,2000,113,Thriller,8.4,25.54
Amadeus,1984,160,Biography,8.4,51.97
Amadeus,1984,160,Drama,8.4,51.97
Amadeus,1984,160,Music,8.4,51.97
Coco,2017,105,Animation,8.4,209.73
Coco,2017,105,Adventure,8.4,209.73
Coco,2017,105,Drama,8.4,209.73
Come and See,1985,142,Drama,8.4,0
Come and See,1985,142,Thriller,8.4,0
Come and See,1985,142,War,8.4,0
WALL·E,2008,98,Animation,8.4,223.81
WALL·E,2008,98,Adventure,8.4,223.81
WALL·E,2008,98,Family,8.4,223.81
Your Name.,2016,106,Animation,8.4,5.02
Your Name.,2016,106,Drama,8.4,5.02
Your Name.,2016,106,Fantasy,8.4,5.02
Das Boot,1981,149,Drama,8.4,11.49
Das Boot,1981,149,War,8.4,11.49
The Lives of Others,2006,137,Drama,8.4,11.29
The Lives of Others,2006,137,Mystery,8.4,11.29
The Lives of Others,2006,137,Thriller,8.4,11.29
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,Comedy,8.4,0.28
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,War,8.4,0.28
Capernaum,2018,126,Drama,8.4,1.66
Sunset Blvd.,1950,110,Drama,8.4,0
Sunset Blvd.,1950,110,Film-Noir,8.4,0
3 Idiots,2009,170,Comedy,8.4,6.53
3 Idiots,2009,170,Drama,8.4,6.53
Paths of Glory,1957,88,Drama,8.4,0
Paths of Glory,1957,88,War,8.4,0
Witness for the Prosecution,1957,116,Crime,8.4,8.18
Witness for the Prosecution,1957,116,Drama,8.4,8.18
Witness for the Prosecution,1957,116,Mystery,8.4,8.18
The Great Dictator,1940,125,Comedy,8.4,0.29
The Great Dictator,1940,125,Drama,8.4,0.29
The Great Dictator,1940,125,War,8.4,0.29
High and Low,1963,143,Crime,8.4,0
High and Low,1963,143,Drama,8.4,0
High and Low,1963,143,Mystery,8.4,0
Kaithi,2019,145,Action,8.4,0
Kaithi,2019,145,Adventure,8.4,0
Kaithi,2019,145,Crime,8.4,0
Sardar Udham,2021,164,Biography,8.4,0
Sardar Udham,2021,164,Crime,8.4,0
Sardar Udham,2021,164,Drama,8.4,0
Asuran,2019,141,Action,8.4,0
Asuran,2019,141,Drama,8.4,0
Drishyam 2,2021,152,Crime,8.4,0
Drishyam 2,2021,152,Drama,8.4,0
Drishyam 2,2021,152,Thriller,8.4,0
Top Gun: Maverick,2022,130,Action,8.3,718.73
Top Gun: Maverick,2022,130,Drama,8.3,718.73
Heat,1995,170,Action,8.3,67.44
Heat,1995,170,Crime,8.3,67.44
Heat,1995,170,Drama,8.3,67.44
Inglourious Basterds,2009,153,Adventure,8.3,120.54
Inglourious Basterds,2009,153,Drama,8.3,120.54
Inglourious Basterds,2009,153,War,8.3,120.54
To Kill a Mockingbird,1962,129,Crime,8.3,0
To Kill a Mockingbird,1962,129,Drama,8.3,0
Requiem for a Dream,2000,102,Drama,8.3,3.64
Scarface,1983,170,Crime,8.3,45.6
Scarface,1983,170,Drama,8.3,45.6
American Beauty,1999,122,Drama,8.3,130.1
Good Will Hunting,1997,126,Drama,8.3,138.43
Good Will Hunting,1997,126,Romance,8.3,138.43
Up,2009,96,Animation,8.3,293
Up,2009,96,Adventure,8.3,293
Up,2009,96,Comedy,8.3,293
A Clockwork Orange,1971,136,Crime,8.3,6.21
A Clockwork Orange,1971,136,Sci-Fi,8.3,6.21
2001: A Space Odyssey,1968,149,Adventure,8.3,56.95
2001: A Space Odyssey,1968,149,Sci-Fi,8.3,56.95
Braveheart,1995,178,Biography,8.3,75.6
Braveheart,1995,178,Drama,8.3,75.6
Braveheart,1995,178,History,8.3,75.6
Full Metal Jacket,1987,116,Drama,8.3,46.36
Full Metal Jacket,1987,116,War,8.3,46.36
Eternal Sunshine of the Spotless   d,2004,108,Drama,8.3,34.4
Eternal Sunshine of the Spotless   d,2004,108,Romance,8.3,34.4
Eternal Sunshine of the Spotless   d,2004,108,Sci-Fi,8.3,34.4
Once Upon a Time in America,1984,229,Crime,8.3,5.32
Once Upon a Time in America,1984,229,Drama,8.3,5.32
Toy Story,1995,81,Animation,8.3,191.8
Toy Story,1995,81,Adventure,8.3,191.8
Toy Story,1995,81,Comedy,8.3,191.8
Reservoir Dogs,1992,99,Crime,8.3,2.83
Reservoir Dogs,1992,99,Thriller,8.3,2.83
Hamilton,2020,160,Biography,8.3,0
Hamilton,2020,160,Drama,8.3,0
Hamilton,2020,160,History,8.3,0
The Hunt,2012,115,Drama,8.3,0.69
Star Wars: Episode VI - Return of the Jedi,1983,131,Action,8.3,309.13
Star Wars: Episode VI - Return of the Jedi,1983,131,Adventure,8.3,309.13
Star Wars: Episode VI - Return of the Jedi,1983,131,Fantasy,8.3,309.13
Amélie,2001,122,Comedy,8.3,33.23
Amélie,2001,122,Romance,8.3,33.23
Toy Story 3,2010,103,Animation,8.3,415
Toy Story 3,2010,103,Adventure,8.3,415
Toy Story 3,2010,103,Comedy,8.3,415
Incendies,2010,131,Drama,8.3,6.86
Incendies,2010,131,Mystery,8.3,6.86
Lawrence of Arabia,1962,218,Adventure,8.3,44.82
Lawrence of Arabia,1962,218,Biography,8.3,44.82
Lawrence of Arabia,1962,218,Drama,8.3,44.82
Princess Mononoke,1997,134,Animation,8.3,2.38
Princess Mononoke,1997,134,Action,8.3,2.38
Princess Mononoke,1997,134,Adventure,8.3,2.38
North by Northwest,1959,136,Action,8.3,13.28
North by Northwest,1959,136,Adventure,8.3,13.28
North by Northwest,1959,136,Mystery,8.3,13.28
Metropolis,1927,153,Drama,8.3,1.24
Metropolis,1927,153,Sci-Fi,8.3,1.24
The Sting,1973,129,Comedy,8.3,159.6
The Sting,1973,129,Crime,8.3,159.6
The Sting,1973,129,Drama,8.3,159.6
Citizen Kane,1941,119,Drama,8.3,1.59
Citizen Kane,1941,119,Mystery,8.3,1.59
Vertigo,1958,128,Mystery,8.3,3.2
Vertigo,1958,128,Romance,8.3,3.2
Vertigo,1958,128,Thriller,8.3,3.2
Singin' in the Rain,1952,103,Comedy,8.3,8.82
Singin' in the Rain,1952,103,Musical,8.3,8.82
Singin' in the Rain,1952,103,Romance,8.3,8.82
Ikiru,1952,143,Drama,8.3,0.06
A Separation,2011,123,Drama,8.3,7.1
The Apartment,1960,125,Comedy,8.3,18.6
The Apartment,1960,125,Drama,8.3,18.6
The Apartment,1960,125,Romance,8.3,18.6
Dangal,2016,161,Action,8.3,12.39
Dangal,2016,161,Biography,8.3,12.39
Dangal,2016,161,Drama,8.3,12.39
M,1931,99,Crime,8.3,0.03
M,1931,99,Mystery,8.3,0.03
M,1931,99,Thriller,8.3,0.03
Kantara,2022,148,Action,8.3,0
Kantara,2022,148,Adventure,8.3,0
Kantara,2022,148,Drama,8.3,0
Judgment at Nuremberg,1961,179,Drama,8.3,0
Judgment at Nuremberg,1961,179,War,8.3,0
Double Indemnity,1944,107,Crime,8.3,5.72
Double Indemnity,1944,107,Drama,8.3,5.72
Double Indemnity,1944,107,Film-Noir,8.3,5.72
Like Stars on Earth,2007,165,Drama,8.3,1.22
Like Stars on Earth,2007,165,Family,8.3,1.22
Bicycle Thieves,1948,89,Drama,8.3,0.33
K.G.F: Chapter 2,2022,168,Action,8.3,6.6
K.G.F: Chapter 2,2022,168,Crime,8.3,6.6
K.G.F: Chapter 2,2022,168,Drama,8.3,6.6
Ayla: The Daughter of War,2017,125,Biography,8.3,0
Ayla: The Daughter of War,2017,125,Drama,8.3,0
Ayla: The Daughter of War,2017,125,History,8.3,0
Vikram,2022,175,Action,8.3,0
Vikram,2022,175,Crime,8.3,0
Vikram,2022,175,Thriller,8.3,0
The Kid,1921,68,Comedy,8.3,5.45
The Kid,1921,68,Drama,8.3,5.45
The Kid,1921,68,Family,8.3,5.45
Shershaah,2021,135,Action,8.3,0
Shershaah,2021,135,Biography,8.3,0
Shershaah,2021,135,Drama,8.3,0
Chhichhore,2019,143,Comedy,8.3,0.9
Chhichhore,2019,143,Drama,8.3,0.9
Chhichhore,2019,143,Romance,8.3,0.9
Raatchasan,2018,170,Action,8.3,0
Raatchasan,2018,170,Crime,8.3,0
Raatchasan,2018,170,Drama,8.3,0
Drishyam,2013,160,Crime,8.3,0
Drishyam,2013,160,Drama,8.3,0
Drishyam,2013,160,Thriller,8.3,0
Guardians of the Galaxy Vol. 3,2023,150,Action,8.2,0
Guardians of the Galaxy Vol. 3,2023,150,Adventure,8.2,0
Guardians of the Galaxy Vol. 3,2023,150,Comedy,8.2,0
Indiana Jones and the Last Crusade,1989,127,Action,8.2,197.17
Indiana Jones and the Last Crusade,1989,127,Adventure,8.2,197.17
Spider-Man: No Way Home,2021,148,Action,8.2,804.75
Spider-Man: No Way Home,2021,148,Adventure,8.2,804.75
Spider-Man: No Way Home,2021,148,Fantasy,8.2,804.75
There Will Be Blood,2007,158,Drama,8.2,40.22
The Wolf of Wall Street,2013,180,Biography,8.2,116.9
The Wolf of Wall Street,2013,180,Comedy,8.2,116.9
The Wolf of Wall Street,2013,180,Crime,8.2,116.9
Jurassic Park,1993,127,Action,8.2,402.45
Jurassic Park,1993,127,Adventure,8.2,402.45
Jurassic Park,1993,127,Sci-Fi,8.2,402.45
No Country for Old Men,2007,122,Crime,8.2,74.28
No Country for Old Men,2007,122,Drama,8.2,74.28
No Country for Old Men,2007,122,Thriller,8.2,74.28
Shutter Island,2010,138,Mystery,8.2,128.01
Shutter Island,2010,138,Thriller,8.2,128.01
Taxi Driver,1976,114,Crime,8.2,28.26
Taxi Driver,1976,114,Drama,8.2,28.26
Batman Begins,2005,140,Action,8.2,206.85
Batman Begins,2005,140,Crime,8.2,206.85
Batman Begins,2005,140,Drama,8.2,206.85
The Truman Show,1998,103,Comedy,8.2,125.62
The Truman Show,1998,103,Drama,8.2,125.62
1917,2019,119,Action,8.2,159.23
1917,2019,119,Drama,8.2,159.23
1917,2019,119,War,8.2,159.23
Green Book,2018,130,Biography,8.2,85.08
Green Book,2018,130,Comedy,8.2,85.08
Green Book,2018,130,Drama,8.2,85.08
The Thing,1982,109,Horror,8.2,13.78
The Thing,1982,109,Mystery,8.2,13.78
The Thing,1982,109,Sci-Fi,8.2,13.78
Snatch,2000,102,Comedy,8.2,30.33
Snatch,2000,102,Crime,8.2,30.33
Howl's Moving Castle,2004,119,Animation,8.2,4.71
Howl's Moving Castle,2004,119,Adventure,8.2,4.71
Howl's Moving Castle,2004,119,Family,8.2,4.71
Casino,1995,178,Crime,8.2,42.44
Casino,1995,178,Drama,8.2,42.44
Finding Nemo,2003,100,Animation,8.2,380.84
Finding Nemo,2003,100,Adventure,8.2,380.84
Finding Nemo,2003,100,Comedy,8.2,380.84
Kill Bill: Vol. 1,2003,111,Action,8.2,70.1
Kill Bill: Vol. 1,2003,111,Crime,8.2,70.1
Kill Bill: Vol. 1,2003,111,Thriller,8.2,70.1
L.A. Confidential,1997,138,Crime,8.2,64.62
L.A. Confidential,1997,138,Drama,8.2,64.62
L.A. Confidential,1997,138,Mystery,8.2,64.62
A Beautiful   d,2001,135,Biography,8.2,170.74
A Beautiful   d,2001,135,Drama,8.2,170.74
The Sixth Sense,1999,107,Drama,8.2,293.51
The Sixth Sense,1999,107,Mystery,8.2,293.51
The Sixth Sense,1999,107,Thriller,8.2,293.51
The Father,2020,97,Drama,8.2,0
The Father,2020,97,Mystery,8.2,0
Die Hard,1988,132,Action,8.2,83.01
Die Hard,1988,132,Thriller,8.2,83.01
The Great Escape,1963,172,Adventure,8.2,12.1
The Great Escape,1963,172,Drama,8.2,12.1
The Great Escape,1963,172,History,8.2,12.1
Unforgiven,1992,130,Drama,8.2,101.16
Unforgiven,1992,130,Western,8.2,101.16
Downfall,2004,156,Biography,8.2,5.51
Downfall,2004,156,Drama,8.2,5.51
Downfall,2004,156,History,8.2,5.51
Monty Python and the Holy Grail,1975,91,Adventure,8.2,1.23
Monty Python and the Holy Grail,1975,91,Comedy,8.2,1.23
Monty Python and the Holy Grail,1975,91,Fantasy,8.2,1.23
Chinatown,1974,130,Drama,8.2,8.49
Chinatown,1974,130,Mystery,8.2,8.49
Chinatown,1974,130,Thriller,8.2,8.49
V for Vendetta,2005,132,Action,8.2,70.51
V for Vendetta,2005,132,Drama,8.2,70.51
V for Vendetta,2005,132,Sci-Fi,8.2,70.51
Pan's Labyrinth,2006,118,Drama,8.2,37.63
Pan's Labyrinth,2006,118,Fantasy,8.2,37.63
Pan's Labyrinth,2006,118,War,8.2,37.63
Gone with the Wind,1939,238,Drama,8.2,198.68
Gone with the Wind,1939,238,Romance,8.2,198.68
Gone with the Wind,1939,238,War,8.2,198.68
Demon Slayer the Movie: Mugen Train,2020,117,Animation,8.2,47.7
Demon Slayer the Movie: Mugen Train,2020,117,Action,8.2,47.7
Demon Slayer the Movie: Mugen Train,2020,117,Adventure,8.2,47.7
The Elephant Man,1980,124,Biography,8.2,0
The Elephant Man,1980,124,Drama,8.2,0
Some Like It Hot,1959,121,Comedy,8.2,25
Some Like It Hot,1959,121,Music,8.2,25
Some Like It Hot,1959,121,Romance,8.2,25
The Secret in Their Eyes,2009,129,Drama,8.2,6.39
The Secret in Their Eyes,2009,129,Mystery,8.2,6.39
The Secret in Their Eyes,2009,129,Romance,8.2,6.39
Ran,1985,162,Action,8.2,4.14
Ran,1985,162,Drama,8.2,4.14
Ran,1985,162,War,8.2,4.14
For a Few Dollars More,1965,132,Drama,8.2,15
For a Few Dollars More,1965,132,Western,8.2,15
Tumbbad,2018,104,Drama,8.2,0
Tumbbad,2018,104,Fantasy,8.2,0
Tumbbad,2018,104,Horror,8.2,0
Drishyam 2,2022,140,Crime,8.2,0
Drishyam 2,2022,140,Drama,8.2,0
Drishyam 2,2022,140,Mystery,8.2,0
Klaus,2019,96,Animation,8.2,0
Klaus,2019,96,Adventure,8.2,0
Klaus,2019,96,Comedy,8.2,0
All About Eve,1950,138,Drama,8.2,0.01
Dial M for Murder,1954,105,Crime,8.2,0.01
Dial M for Murder,1954,105,Thriller,8.2,0.01
Gangs of Wasseypur,2012,321,Action,8.2,0
Gangs of Wasseypur,2012,321,Comedy,8.2,0
Gangs of Wasseypur,2012,321,Crime,8.2,0
Miracle in Cell No. 7,2019,132,Drama,8.2,0
Rashomon,1950,88,Crime,8.2,0.1
Rashomon,1950,88,Drama,8.2,0.1
Rashomon,1950,88,Mystery,8.2,0.1
The Treasure of the Sierra Madre,1948,126,Adventure,8.2,5.01
The Treasure of the Sierra Madre,1948,126,Drama,8.2,5.01
The Treasure of the Sierra Madre,1948,126,Western,8.2,5.01
Yojimbo,1961,110,Action,8.2,0
Yojimbo,1961,110,Drama,8.2,0
Yojimbo,1961,110,Thriller,8.2,0
Baahubali 2: The Conclusion,2017,167,Action,8.2,20.19
Baahubali 2: The Conclusion,2017,167,Drama,8.2,20.19
Drishyam,2015,163,Crime,8.2,0.74
Drishyam,2015,163,Drama,8.2,0.74
Drishyam,2015,163,Mystery,8.2,0.74
Z,1969,127,Crime,8.2,0.08
Z,1969,127,Drama,8.2,0.08
Z,1969,127,Thriller,8.2,0.08
Tokyo Story,1953,136,Drama,8.2,0
Zindagi Na Milegi Dobara,2011,155,Comedy,8.2,3.11
Zindagi Na Milegi Dobara,2011,155,Drama,8.2,3.11
Zindagi Na Milegi Dobara,2011,155,Musical,8.2,3.11
Uri: The Surgical Strike,2019,138,Action,8.2,4.19
Uri: The Surgical Strike,2019,138,Drama,8.2,4.19
Uri: The Surgical Strike,2019,138,History,8.2,4.19
Andhadhun,2018,139,Crime,8.2,1.37
Andhadhun,2018,139,Mystery,8.2,1.37
Andhadhun,2018,139,Thriller,8.2,1.37
Children of Heaven,1997,89,Drama,8.2,0.93
Children of Heaven,1997,89,Family,8.2,0.93
Children of Heaven,1997,89,Sport,8.2,0.93
To Be or Not to Be,1942,99,Comedy,8.2,0
To Be or Not to Be,1942,99,Romance,8.2,0
To Be or Not to Be,1942,99,War,8.2,0
The Wages of Fear,1953,131,Adventure,8.2,0
The Wages of Fear,1953,131,Drama,8.2,0
The Wages of Fear,1953,131,Thriller,8.2,0
The Passion of Joan of Arc,1928,114,Biography,8.2,0.02
The Passion of Joan of Arc,1928,114,Drama,8.2,0.02
The Passion of Joan of Arc,1928,114,History,8.2,0.02
Pather Panchali,1955,125,Drama,8.2,0.54
K.G.F: Chapter 1,2018,156,Action,8.2,0
K.G.F: Chapter 1,2018,156,Crime,8.2,0
K.G.F: Chapter 1,2018,156,Drama,8.2,0
Dersu Uzala,1975,142,Adventure,8.2,0
Dersu Uzala,1975,142,Biography,8.2,0
Dersu Uzala,1975,142,Drama,8.2,0
My Father and My Son,2005,112,Drama,8.2,0
My Father and My Son,2005,112,Family,8.2,0
Vikram Vedha,2017,147,Action,8.2,0
Vikram Vedha,2017,147,Crime,8.2,0
Vikram Vedha,2017,147,Drama,8.2,0
Sherlock Jr.,1924,45,Action,8.2,0.98
Sherlock Jr.,1924,45,Comedy,8.2,0.98
Sherlock Jr.,1924,45,Romance,8.2,0.98
Swades,2004,189,Drama,8.2,1.22
Swades,2004,189,Musical,8.2,1.22
Umberto D.,1952,89,Drama,8.2,0.07
Paan Singh Tomar,2012,135,Action,8.2,0.04
Paan Singh Tomar,2012,135,Biography,8.2,0.04
Paan Singh Tomar,2012,135,Crime,8.2,0.04
Rangasthalam 1985,2018,170,Action,8.2,3.51
Rangasthalam 1985,2018,170,Drama,8.2,3.51
Bhaag Milkha Bhaag,2013,186,Biography,8.2,1.63
Bhaag Milkha Bhaag,2013,186,Drama,8.2,1.63
Bhaag Milkha Bhaag,2013,186,Sport,8.2,1.63
Jaws,1975,124,Adventure,8.1,260
Jaws,1975,124,Mystery,8.1,260
Jaws,1975,124,Thriller,8.1,260
The Grand Budapest Hotel,2014,99,Adventure,8.1,59.1
The Grand Budapest Hotel,2014,99,Comedy,8.1,59.1
The Grand Budapest Hotel,2014,99,Crime,8.1,59.1
The Ter  ator,1984,107,Action,8.1,38.4
The Ter  ator,1984,107,Sci-Fi,8.1,38.4
Prisoners,2013,153,Crime,8.1,61
Prisoners,2013,153,Drama,8.1,61
Prisoners,2013,153,Mystery,8.1,61
Mad Max: Fury Road,2015,120,Action,8.1,154.06
Mad Max: Fury Road,2015,120,Adventure,8.1,154.06
Mad Max: Fury Road,2015,120,Sci-Fi,8.1,154.06
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,Action,8.1,305.41
Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,Adventure,8.1,305.41
